Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Master Izo	2008	2000	Superhuman radar senses,Echolocation,Formidable martial artist,Immortality	4		0	https://en.wikipedia.org/wiki/Master_Izo	https://upload.wikimedia.org/wikipedia/en/3/3e/Master_Izo.jpg	./img.marvel_chars/462.jpg	MASTER IZO		SUPERHUMAN RADAR SENSES,ECHOLOCATION,FORMIDABLE MARTIAL ARTIST,IMMORTALITY
Master Mind Excello	1940	1940	Superhuman intelligence,telepathy	2		0	https://en.wikipedia.org/wiki/Master_Mind_Excello	https://None	N/A	MASTER MIND EXCELLO		SUPERHUMAN INTELLIGENCE,TELEPATHY
Match	2020	2020	Pyric Form (Body constantly glowing,head constantly aflame),Fire manipulation,Immunity to extreme heat	4		0	https://en.wikipedia.org/wiki/Match_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Match%28NXM_39%29.jpg/250px-Match%28NXM_39%29.jpg	./img.marvel_chars/464.jpg	MATCH		PYRIC FORM (BODY CONSTANTLY GLOWING,HEAD CONSTANTLY AFLAME),FIRE MANIPULATION,IMMUNITY TO EXTREME HEAT
Mayhem	1983	1980		0	Cloak and Dagger	1	https://en.wikipedia.org/wiki/Mayhem_(comics)	https://None	N/A	MAYHEM	CLOAK AND DAGGER	
Medusa	1965	1960	Accomplished thief,Prehensile hair,Superhuman strength,speed,stamina,durability,agility,reflexes (common among the Inhumans)	8		0	https://en.wikipedia.org/wiki/Medusa_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Medusa_profile.JPG/250px-Medusa_profile.JPG	./img.marvel_chars/466.JPG	MEDUSA		ACCOMPLISHED THIEF,PREHENSILE HAIR,SUPERHUMAN STRENGTH,SPEED,STAMINA,DURABILITY,AGILITY,REFLEXES (COMMON AMONG THE INHUMANS)
Mentor	1977	1970	Superhuman intellect,tactical ability	2		0	https://en.wikipedia.org/wiki/Mentor_(Imperial_Guard)	https://upload.wikimedia.org/wikipedia/en/9/95/Mentorwiki.jpg	./img.marvel_chars/467.jpg	MENTOR		SUPERHUMAN INTELLECT,TACTICAL ABILITY
Mercury	2003	2000	Body is composed of a non-toxic form of  mercury,which she can reshape,stretch at will	3		0	https://en.wikipedia.org/wiki/Mercury_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Mercuryprofile.jpg/250px-Mercuryprofile.jpg	./img.marvel_chars/468.jpg	MERCURY		BODY IS COMPOSED OF A NON-TOXIC FORM OF  MERCURY,WHICH SHE CAN RESHAPE,STRETCH AT WILL
Merlyn	1976	1970	Immortality,vast magical powers	2		0	https://en.wikipedia.org/wiki/Merlyn_(Marvel_Comics)	https://None	N/A	MERLYN		IMMORTALITY,VAST MAGICAL POWERS
Mettle	2010	2010	Experienced surfer,Iridium body grants:,Superhuman strength,durability,Virtual indestructibility	5		0	https://en.wikipedia.org/wiki/Mettle_(comics)	https://None	N/A	METTLE		EXPERIENCED SURFER,IRIDIUM BODY GRANTS:,SUPERHUMAN STRENGTH,DURABILITY,VIRTUAL INDESTRUCTIBILITY
Micromax	1991	1990	Mass,size manipulation,Strength proportionate to size,Limited shapeshifting	4		0	https://en.wikipedia.org/wiki/Micromax	https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Micromax.jpg/250px-Micromax.jpg	./img.marvel_chars/471.jpg	MICROMAX		MASS,SIZE MANIPULATION,STRENGTH PROPORTIONATE TO SIZE,LIMITED SHAPESHIFTING
Midnight Sun	1974	1970	Expert in martial arts,stealth,Superhuman strength,durability,agility,reflexes,Ability to travel,survive vacuum of space	8		0	https://en.wikipedia.org/wiki/Midnight_Sun_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/MidnightSun02.JPG/250px-MidnightSun02.JPG	./img.marvel_chars/472.JPG	MIDNIGHT SUN		EXPERT IN MARTIAL ARTS,STEALTH,SUPERHUMAN STRENGTH,DURABILITY,AGILITY,REFLEXES,ABILITY TO TRAVEL,SURVIVE VACUUM OF SPACE
King Miek	2006	2000		0		0	https://en.wikipedia.org/wiki/Miek	https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Miek.jpg/250px-Miek.jpg	./img.marvel_chars/473.jpg	KING MIEK		
Mimic	1966	1960	Power mimicry,Permanently possesses the original powers of the original five X-Men:,Angel 's flight,Beast 's animalistic physical traits,Cyclops 's optic force blasts,Xavier 's,Jean Grey 's psychic powers,Iceman 's ice control,manipulation	9		0	https://en.wikipedia.org/wiki/Mimic_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Mimic%28comic%29.jpg/250px-Mimic%28comic%29.jpg	./img.marvel_chars/474.jpg	MIMIC		POWER MIMICRY,PERMANENTLY POSSESSES THE ORIGINAL POWERS OF THE ORIGINAL FIVE X-MEN:,ANGEL 'S FLIGHT,BEAST 'S ANIMALISTIC PHYSICAL TRAITS,CYCLOPS 'S OPTIC FORCE BLASTS,XAVIER 'S,JEAN GREY 'S PSYCHIC POWERS,ICEMAN 'S ICE CONTROL,MANIPULATION
Mini	2010	2010	Anthropomorphic bovine form,Super-strength,Superhuman durability	3		0	https://en.wikipedia.org/wiki/Minotaur_(New-Gen)	https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Minatour_new_gen.jpg/250px-Minatour_new_gen.jpg	./img.marvel_chars/475.jpg	MINI		ANTHROPOMORPHIC BOVINE FORM,SUPER-STRENGTH,SUPERHUMAN DURABILITY
Nico Minoru	2003	2000	Ability to cast  magical spells  through the Staff of One	1		0	https://en.wikipedia.org/wiki/Nico_Minoru	https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Nico_Minoru.jpg/250px-Nico_Minoru.jpg	./img.marvel_chars/476.jpg	NICO MINORU		ABILITY TO CAST  MAGICAL SPELLS  THROUGH THE STAFF OF ONE
Miss America	1943	1940	Superhuman strength,Flight,Enhanced stamina,Formerly:,X-ray vision	5		0	https://en.wikipedia.org/wiki/Miss_America_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/8/88/MissAmericaComics_n1_1944.jpg/200px-MissAmericaComics_n1_1944.jpg	./img.marvel_chars/477.jpg	MISS AMERICA		SUPERHUMAN STRENGTH,FLIGHT,ENHANCED STAMINA,FORMERLY:,X-RAY VISION
Mister Fantastic	1961	1960	Genius-level intellect,Extreme superhuman elasticity, malleability, and endurance,Shapeshifting,Resistance to most physical assaults and electricity,Virtual immunity to psychic powers	5		0	https://en.wikipedia.org/wiki/Mister_Fantastic	https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Reedr.jpg/250px-Reedr.jpg	./img.marvel_chars/478.jpg	MISTER FANTASTIC		GENIUS-LEVEL INTELLECT,EXTREME SUPERHUMAN ELASTICITY, MALLEABILITY, AND ENDURANCE,SHAPESHIFTING,RESISTANCE TO MOST PHYSICAL ASSAULTS AND ELECTRICITY,VIRTUAL IMMUNITY TO PSYCHIC POWERS
Mr. Immortal	1989	1980	Highly skilled acrobat,athlete,Immortality via resurrection	3		0	https://en.wikipedia.org/wiki/Mister_Immortal	https://upload.wikimedia.org/wikipedia/en/9/92/Mister_Immortal.png	./img.marvel_chars/479.png	MR. IMMORTAL		HIGHLY SKILLED ACROBAT,ATHLETE,IMMORTALITY VIA RESURRECTION
Mister Sensitive	2020	2020	Super-human senses,reflexes/reactions,coordination,mastery of martial arts,levitation	5		0	https://en.wikipedia.org/wiki/Mister_Sensitive	https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Xforce117.jpg/225px-Xforce117.jpg	./img.marvel_chars/480.jpg	MISTER SENSITIVE		SUPER-HUMAN SENSES,REFLEXES/REACTIONS,COORDINATION,MASTERY OF MARTIAL ARTS,LEVITATION
Mockingbird	1971	1970	Genius biologist,Superbly trained athlete,gymnast,unarmed combatant,spy,Expert with Battle-stave weapon,Greatly enhanced strength,agility	8	Hawkeye	1	https://en.wikipedia.org/wiki/Mockingbird_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/f/f8/NewAvengerReunion01.jpg	./img.marvel_chars/481.jpg	MOCKINGBIRD	HAWKEYE	GENIUS BIOLOGIST,SUPERBLY TRAINED ATHLETE,GYMNAST,UNARMED COMBATANT,SPY,EXPERT WITH BATTLE-STAVE WEAPON,GREATLY ENHANCED STRENGTH,AGILITY
Modred the Mystic	1975	1970		0		0	https://en.wikipedia.org/wiki/Modred_the_Mystic	https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/MODREDTHEMYSTIC.jpg/200px-MODREDTHEMYSTIC.jpg	./img.marvel_chars/482.jpg	MODRED THE MYSTIC		
Mondo	2020	2020	"Capable of absorbing organic or inorganic material into his cellular structure to take on the properties of whatever he touches until it is ""digested"" from his system,also capable of transport through organic matter such as dirt"	2	Black Tom Cassidy,Juggernaut	2	https://en.wikipedia.org/wiki/Mondo_(comics)	https://None	N/A	MONDO	BLACK TOM CASSIDY,JUGGERNAUT	"CAPABLE OF ABSORBING ORGANIC OR INORGANIC MATERIAL INTO HIS CELLULAR STRUCTURE TO TAKE ON THE PROPERTIES OF WHATEVER HE TOUCHES UNTIL IT IS ""DIGESTED"" FROM HIS SYSTEM,ALSO CAPABLE OF TRANSPORT THROUGH ORGANIC MATTER SUCH AS DIRT"
Moon Knight	1975	1970	Expert detective,Proficient in martial arts and armed combat,Increased strength, endurance, and agility depending on the lunar cycle	3		0	https://en.wikipedia.org/wiki/Moon_Knight	https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Moon_Knight_1cover.jpg/250px-Moon_Knight_1cover.jpg	./img.marvel_chars/484.jpg	MOON KNIGHT		EXPERT DETECTIVE,PROFICIENT IN MARTIAL ARTS AND ARMED COMBAT,INCREASED STRENGTH, ENDURANCE, AND AGILITY DEPENDING ON THE LUNAR CYCLE
Moon-Boy	1978	1970		0		0	https://en.wikipedia.org/wiki/Moon-Boy	https://upload.wikimedia.org/wikipedia/en/thumb/7/73/DevilDinosaurandMoonBoy.jpg/250px-DevilDinosaurandMoonBoy.jpg	./img.marvel_chars/485.jpg	MOON-BOY		
Moondragon	1973	1970	Enormously powerful  telepath,Low-level  telekinetic,Master  martial artist,Highly skilled geneticist,engineer,Experienced starship pilot	6		0	https://en.wikipedia.org/wiki/Moondragon	https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Moondragon.jpg/187px-Moondragon.jpg	./img.marvel_chars/486.jpg	MOONDRAGON		ENORMOUSLY POWERFUL  TELEPATH,LOW-LEVEL  TELEKINETIC,MASTER  MARTIAL ARTIST,HIGHLY SKILLED GENETICIST,ENGINEER,EXPERIENCED STARSHIP PILOT
Moonglow	1986	1980	project illusions	1		0	https://en.wikipedia.org/wiki/Moonglow_(comics)	https://None	N/A	MOONGLOW		PROJECT ILLUSIONS
Danielle Moonstar	1982	1980	Limited psionic abilities,Empathy,Telepathy,Illusion creation and control,Psionic arrows,Psionic bullets,Psionic bolts,empathic/telepathic link with all kinds of animals,Ability to psionically sense impending death in others,Ability to create solid objects out of pure psionic energy,Superhuman strength	11		0	https://en.wikipedia.org/wiki/Danielle_Moonstar	https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Moonstar_fearless.jpg/250px-Moonstar_fearless.jpg	./img.marvel_chars/488.jpg	DANIELLE MOONSTAR		LIMITED PSIONIC ABILITIES,EMPATHY,TELEPATHY,ILLUSION CREATION AND CONTROL,PSIONIC ARROWS,PSIONIC BULLETS,PSIONIC BOLTS,EMPATHIC/TELEPATHIC LINK WITH ALL KINDS OF ANIMALS,ABILITY TO PSIONICALLY SENSE IMPENDING DEATH IN OTHERS,ABILITY TO CREATE SOLID OBJECTS OUT OF PURE PSIONIC ENERGY,SUPERHUMAN STRENGTH
Moonstone	1975	1970	Superhuman strength,speed,stamina,reflexes,Gravity manipulation,Flight,Photon blasts,Intangibility,Light generation,Minor molecular control	10		0	https://en.wikipedia.org/wiki/Moonstone_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Moonstone.PNG/250px-Moonstone.PNG	./img.marvel_chars/489.PNG	MOONSTONE		SUPERHUMAN STRENGTH,SPEED,STAMINA,REFLEXES,GRAVITY MANIPULATION,FLIGHT,PHOTON BLASTS,INTANGIBILITY,LIGHT GENERATION,MINOR MOLECULAR CONTROL
Morbius the Living Vampire	1971	1970	Expert biologist and biochemist,Enhanced physical attributes,Flight,Hypnotism,Accelerated healing factor,Reliance on consuming human blood	6		0	https://en.wikipedia.org/wiki/Morbius,_the_Living_Vampire	https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Amazing_Spidy_101.jpg/250px-Amazing_Spidy_101.jpg	./img.marvel_chars/490.jpg	MORBIUS THE LIVING VAMPIRE		EXPERT BIOLOGIST AND BIOCHEMIST,ENHANCED PHYSICAL ATTRIBUTES,FLIGHT,HYPNOTISM,ACCELERATED HEALING FACTOR,RELIANCE ON CONSUMING HUMAN BLOOD
Motormouth	1992	1990	-Sonic scream,can teleport to any alternate reality,planet or place within them,some energy identification abilities	4	Killpower	1	https://en.wikipedia.org/wiki/Motormouth_(comics)	https://None	N/A	MOTORMOUTH	KILLPOWER	-SONIC SCREAM,CAN TELEPORT TO ANY ALTERNATE REALITY,PLANET OR PLACE WITHIN THEM,SOME ENERGY IDENTIFICATION ABILITIES
Ms. Marvel	1977	1970		0		0	https://en.wikipedia.org/wiki/Ms._Marvel	https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Msmarvel1.jpg/100px-Msmarvel1.jpg	./img.marvel_chars/492.jpg	MS. MARVEL		
Ms. Marvel	2013	2010	Shapeshifting,Healing factor	2		0	https://en.wikipedia.org/wiki/Ms._Marvel_(Kamala_Khan)	https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Kamala_Khan.jpg/250px-Kamala_Khan.jpg	./img.marvel_chars/493.jpg	MS. MARVEL		SHAPESHIFTING,HEALING FACTOR
Murmur	2020	2020	Teleportation	1		0	https://en.wikipedia.org/wiki/Murmur_(Marvel_Comics)	https://None	N/A	MURMUR		TELEPORTATION
Mystique	1978	1970	Shapeshifting,Superhuman agility and reflexes,Agelessness[4],Accelerated healing factor	4		0	https://en.wikipedia.org/wiki/Mystique_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Mystique11.png/250px-Mystique11.png	./img.marvel_chars/495.png	MYSTIQUE		SHAPESHIFTING,SUPERHUMAN AGILITY AND REFLEXES,AGELESSNESS[4],ACCELERATED HEALING FACTOR
Living Mummy	1973	1970	Superhuman strength,durability,High-level resistance to injury,Mystic senses	4		0	https://en.wikipedia.org/wiki/N%27Kantu,_the_Living_Mummy	https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Nkantumu0.png/250px-Nkantumu0.png	./img.marvel_chars/496.png	LIVING MUMMY		SUPERHUMAN STRENGTH,DURABILITY,HIGH-LEVEL RESISTANCE TO INJURY,MYSTIC SENSES
Nahrees	1998	1990	Generates electricity,flight	2		0	https://en.wikipedia.org/wiki/Nahrees	https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Nahreesinhuman.jpg/225px-Nahreesinhuman.jpg	./img.marvel_chars/497.jpg	NAHREES		GENERATES ELECTRICITY,FLIGHT
Namor the Sub-Mariner	1939	1930	Aquatic adaptation,Superhuman strength,speed,agility,reflexes,Mild invulnerability,Flight via tiny wings on his ankles,Longevity,Formerly:,Telepathic control over sea creatures,Ability to copy the powers of sea creatures	11		0	https://en.wikipedia.org/wiki/Namor	https://upload.wikimedia.org/wikipedia/en/f/f7/NAMOR1cover-CMYKcrop.jpg	./img.marvel_chars/498.jpg	NAMOR THE SUB-MARINER		AQUATIC ADAPTATION,SUPERHUMAN STRENGTH,SPEED,AGILITY,REFLEXES,MILD INVULNERABILITY,FLIGHT VIA TINY WINGS ON HIS ANKLES,LONGEVITY,FORMERLY:,TELEPATHIC CONTROL OVER SEA CREATURES,ABILITY TO COPY THE POWERS OF SEA CREATURES
Namora	1947	1940	Superhuman strength,durability invulnerability,Ability to swim at superhuman speeds,Ability to breathe both water,air,Slowed aging process,Wings-like appendages on her ankles allow her to fly	7		0	https://en.wikipedia.org/wiki/Namora	https://upload.wikimedia.org/wikipedia/en/e/e2/AOATLAS004_COV.jpg	./img.marvel_chars/499.jpg	NAMORA		SUPERHUMAN STRENGTH,DURABILITY INVULNERABILITY,ABILITY TO SWIM AT SUPERHUMAN SPEEDS,ABILITY TO BREATHE BOTH WATER,AIR,SLOWED AGING PROCESS,WINGS-LIKE APPENDAGES ON HER ANKLES ALLOW HER TO FLY
Namorita Prentiss	1972	1970	Aquatic adaptation,Superhuman strength,agility,reflexes,durability,High speed swimming,Ankle wing-granted flight,Paralyzing/acidic touch,Can become transparent	9		0	https://en.wikipedia.org/wiki/Namorita	https://None	N/A	NAMORITA PRENTISS		AQUATIC ADAPTATION,SUPERHUMAN STRENGTH,AGILITY,REFLEXES,DURABILITY,HIGH SPEED SWIMMING,ANKLE WING-GRANTED FLIGHT,PARALYZING/ACIDIC TOUCH,CAN BECOME TRANSPARENT
Nara	2012	2010		0		0	https://en.wikipedia.org/wiki/Nara_(comics)	https://None	N/A	NARA		
Nemesis	2020	2020	(all),Flight,use of a magical blade,(Weatherly),Teleportation,time travel	6		0	https://en.wikipedia.org/wiki/Nemesis_(Alpha_Flight)	https://upload.wikimedia.org/wikipedia/en/1/14/Nemesis_%28Alpha_Flight%29.jpg	./img.marvel_chars/502.jpg	NEMESIS		(ALL),FLIGHT,USE OF A MAGICAL BLADE,(WEATHERLY),TELEPORTATION,TIME TRAVEL
Princess-Majestrix Lilandra Neramani	1976	1970	Limited  telepathy,Shi'ar armor,ceremonial staff	3		0	https://en.wikipedia.org/wiki/Lilandra_Neramani	https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Xmen122.png/250px-Xmen122.png	./img.marvel_chars/503.png	PRINCESS-MAJESTRIX LILANDRA NERAMANI		LIMITED  TELEPATHY,SHI'AR ARMOR,CEREMONIAL STAFF
Network	2005	2000	Technopathy	1		0	https://en.wikipedia.org/wiki/Network_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Network_%28NXM%29.jpg/130px-Network_%28NXM%29.jpg	./img.marvel_chars/504.jpg	NETWORK		TECHNOPATHY
Neutron	1977	1970	Super-Strength,Enhanced Durability	2		0	https://en.wikipedia.org/wiki/Neutron_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Nuetronwiki.jpg/250px-Nuetronwiki.jpg	./img.marvel_chars/505.jpg	NEUTRON		SUPER-STRENGTH,ENHANCED DURABILITY
Night Thrasher	1989	1980	Excellent acrobat,Skilled martial artist,computer hacker,Immunity to telepathy,Wears advanced body armor	5	Midnight's Fire,Silhouette	2	https://en.wikipedia.org/wiki/Night_Thrasher_(Dwayne_Taylor)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Nightthrasherfc.png/250px-Nightthrasherfc.png	./img.marvel_chars/506.png	NIGHT THRASHER	MIDNIGHT'S FIRE,SILHOUETTE	EXCELLENT ACROBAT,SKILLED MARTIAL ARTIST,COMPUTER HACKER,IMMUNITY TO TELEPATHY,WEARS ADVANCED BODY ARMOR
Nightcrawler	1975	1970	Superb fencer,Superhuman agility,dexterity,coordination,reflexes,balance,Enhanced flexibility,speed,night vision,Teleportation,Prehensile tail,Ability to stick to walls,blend into shadows	13		0	https://en.wikipedia.org/wiki/Nightcrawler_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Nightcrawler.PNG/250px-Nightcrawler.PNG	./img.marvel_chars/507.PNG	NIGHTCRAWLER		SUPERB FENCER,SUPERHUMAN AGILITY,DEXTERITY,COORDINATION,REFLEXES,BALANCE,ENHANCED FLEXIBILITY,SPEED,NIGHT VISION,TELEPORTATION,PREHENSILE TAIL,ABILITY TO STICK TO WALLS,BLEND INTO SHADOWS
Nighthawk	1969	1960	Kyle (Earth-616):,Superb athlete,Mild superhuman strength,Enhanced agility,durability from dusk till dawn,Jet-powered artificial wing system,Artificial claw tips,Use of lasers,projectile weapons,Joaquin (Earth-616):,Highly trained S,H,I,E,L,D,agent,Olympic-level athlete,Wears special high tech suit,Kyle (Earth-712),Neil (Earth-712):,Olympic-level athlete,Genius-level intellect,Advanced weaponry	24		0	https://en.wikipedia.org/wiki/Nighthawk_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Nighthawk-1.jpg/250px-Nighthawk-1.jpg	./img.marvel_chars/508.jpg	NIGHTHAWK		KYLE (EARTH-616):,SUPERB ATHLETE,MILD SUPERHUMAN STRENGTH,ENHANCED AGILITY,DURABILITY FROM DUSK TILL DAWN,JET-POWERED ARTIFICIAL WING SYSTEM,ARTIFICIAL CLAW TIPS,USE OF LASERS,PROJECTILE WEAPONS,JOAQUIN (EARTH-616):,HIGHLY TRAINED S,H,I,E,L,D,AGENT,OLYMPIC-LEVEL ATHLETE,WEARS SPECIAL HIGH TECH SUIT,KYLE (EARTH-712),NEIL (EARTH-712):,OLYMPIC-LEVEL ATHLETE,GENIUS-LEVEL INTELLECT,ADVANCED WEAPONRY
Nightmask	1986	1980	Able to enter,manipulate the dreams of others,able to project illusions directly into another person's mind,He can also fire concussive energy blasts	4		0	https://en.wikipedia.org/wiki/Nightmask	https://None	N/A	NIGHTMASK		ABLE TO ENTER,MANIPULATE THE DREAMS OF OTHERS,ABLE TO PROJECT ILLUSIONS DIRECTLY INTO ANOTHER PERSON'S MIND,HE CAN ALSO FIRE CONCUSSIVE ENERGY BLASTS
Nightside	1977	1970	Natural  Darkforce  dimension interface grants a wide range of darkness-based abilities	1		0	https://en.wikipedia.org/wiki/Nightside_(comics)	https://upload.wikimedia.org/wikipedia/en/0/0c/Nightsidewiki.jpg	./img.marvel_chars/510.jpg	NIGHTSIDE		NATURAL  DARKFORCE  DIMENSION INTERFACE GRANTS A WIDE RANGE OF DARKNESS-BASED ABILITIES
Nightwatch	1993	1990	Enhanced strength,agility,reflexes,Invisibility,Shapeshifting	5		0	https://en.wikipedia.org/wiki/Nightwatch_(comics)	https://upload.wikimedia.org/wikipedia/en/6/67/Nightwatch_HCV.jpg	./img.marvel_chars/511.jpg	NIGHTWATCH		ENHANCED STRENGTH,AGILITY,REFLEXES,INVISIBILITY,SHAPESHIFTING
Nikki	1976	1970	superhuman ability to withstand heat,ultraviolet radiation,can see clearly in very bright light,good acrobat,sharpshooter	5		0	https://en.wikipedia.org/wiki/Nikki_(comics)	https://None	N/A	NIKKI		SUPERHUMAN ABILITY TO WITHSTAND HEAT,ULTRAVIOLET RADIATION,CAN SEE CLEARLY IN VERY BRIGHT LIGHT,GOOD ACROBAT,SHARPSHOOTER
Nocturne	2000	2000	"Body possession,Ability to project ""Hex Bolts"",Prehensile tail,Superhuman agility,Latent telepathy"	5		0	https://en.wikipedia.org/wiki/Nocturne_(Talia_Wagner)	https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Nocturnexcal.png/230px-Nocturnexcal.png	./img.marvel_chars/513.png	NOCTURNE		"BODY POSSESSION,ABILITY TO PROJECT ""HEX BOLTS"",PREHENSILE TAIL,SUPERHUMAN AGILITY,LATENT TELEPATHY"
Noh-Varr	2000	2000	Enhanced reflexes,strength,speed,stamina,knowledge of advanced Kree technology,weaponry	6		0	https://en.wikipedia.org/wiki/Noh-Varr	https://upload.wikimedia.org/wikipedia/en/thumb/2/22/MarvelBoy1-2000.jpg/250px-MarvelBoy1-2000.jpg	./img.marvel_chars/514.jpg	NOH-VARR		ENHANCED REFLEXES,STRENGTH,SPEED,STAMINA,KNOWLEDGE OF ADVANCED KREE TECHNOLOGY,WEAPONRY
Nomad	1974	1970	"Artificially enhanced physiology at a slightly higher level than Captain America,Expert marksman,Skilled in many martial arts,acrobatics,Primary weapons are throwing discs called ""stun discs"",later in his career used firearms"	6	"1950s ""Captain America"",Captain America,Falcon,D-Man"	4	https://en.wikipedia.org/wiki/Nomad_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/52/NomadLS-1.jpg/250px-NomadLS-1.jpg	./img.marvel_chars/515.jpg	NOMAD	"1950S ""CAPTAIN AMERICA"",CAPTAIN AMERICA,FALCON,D-MAN"	"ARTIFICIALLY ENHANCED PHYSIOLOGY AT A SLIGHTLY HIGHER LEVEL THAN CAPTAIN AMERICA,EXPERT MARKSMAN,SKILLED IN MANY MARTIAL ARTS,ACROBATICS,PRIMARY WEAPONS ARE THROWING DISCS CALLED ""STUN DISCS"",LATER IN HIS CAREER USED FIREARMS"
Dakota North	1986	1980	Adept hand-to-hand combatant,marksman,highly skilled detective	3		0	https://en.wikipedia.org/wiki/Dakota_North_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Dakota_North1.jpg/250px-Dakota_North1.jpg	./img.marvel_chars/516.jpg	DAKOTA NORTH		ADEPT HAND-TO-HAND COMBATANT,MARKSMAN,HIGHLY SKILLED DETECTIVE
David North	1992	1990	Depowered,formerly:,Kinetic Absorption,Kinetic blasts,Accelerated  healing factor,Inodorosity (no discernible scent),Anti- healing factor  corrosive	7		0	https://en.wikipedia.org/wiki/David_North_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/7/76/WEAPON_X_3.jpg/250px-WEAPON_X_3.jpg	./img.marvel_chars/517.jpg	DAVID NORTH		DEPOWERED,FORMERLY:,KINETIC ABSORPTION,KINETIC BLASTS,ACCELERATED  HEALING FACTOR,INODOROSITY (NO DISCERNIBLE SCENT),ANTI- HEALING FACTOR  CORROSIVE
Northstar	1979	1970	Superhuman speed,durability,Flight,Light manipulation	4		0	https://en.wikipedia.org/wiki/Northstar	https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Xmen392.PNG/250px-Xmen392.PNG	./img.marvel_chars/518.PNG	NORTHSTAR		SUPERHUMAN SPEED,DURABILITY,FLIGHT,LIGHT MANIPULATION
Nova	1975	1970	Use of  Power Cosmic	1		0	https://en.wikipedia.org/wiki/Nova_(Frankie_Raye)	https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/NovaFrankie.png/250px-NovaFrankie.png	./img.marvel_chars/519.png	NOVA		USE OF  POWER COSMIC
Nova	1976	1970	Flight,Superhuman strength, speed, and durability,Expert hand to hand combatant,Currently in possession, via download, of the Xandarian Worldmind which allows him near infinite control over the Nova Force granting energy projection and absorption,Ability to exert influence over gravitational forces and open wormholes	5		0	https://en.wikipedia.org/wiki/Nova_(Richard_Rider)	https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Nova1adigranov.jpg/250px-Nova1adigranov.jpg	./img.marvel_chars/520.jpg	NOVA		FLIGHT,SUPERHUMAN STRENGTH, SPEED, AND DURABILITY,EXPERT HAND TO HAND COMBATANT,CURRENTLY IN POSSESSION, VIA DOWNLOAD, OF THE XANDARIAN WORLDMIND WHICH ALLOWS HIM NEAR INFINITE CONTROL OVER THE NOVA FORCE GRANTING ENERGY PROJECTION AND ABSORPTION,ABILITY TO EXERT INFLUENCE OVER GRAVITATIONAL FORCES AND OPEN WORMHOLES
Sam Alexander	2011	2010	Access to the Nova Force via helmet: Superhuman strength,durability,flight,energy projection,universal translation,survivability in space	6		0	https://en.wikipedia.org/wiki/Nova_(Sam_Alexander)	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Nova_NOW%21_1.jpg/200px-Nova_NOW%21_1.jpg	./img.marvel_chars/521.jpg	SAM ALEXANDER		ACCESS TO THE NOVA FORCE VIA HELMET: SUPERHUMAN STRENGTH,DURABILITY,FLIGHT,ENERGY PROJECTION,UNIVERSAL TRANSLATION,SURVIVABILITY IN SPACE
